transaction_id,date,ministry,vendor_id,vendor_name,category,amount,payment_terms_days,procurement_method,contract_description,_planted_pattern 
T-07993,2024-12-22,Ministry of Digital Affairs,V-082,Bluefin Trading,Office supplies,10800,30,Open tender,ergonomic chairs batch — phase 1,
T-07994,2025-08-21,Ministry of Transport,V-088,Drift Stationery,Office supplies,11500,30,Simplified,ergonomic chairs batch — phase 1,
T-07995,2024-06-01,Ministry of Digital Affairs,V-007,Glacier Solutions,IT services,22900,30,Limited tender,endpoint refresh — Q3 — east wing,
T-07996,2025-04-11,Ministry of Digital Affairs,V-095,Drift Office Group,Office supplies,6800,30,Limited tender,printer cartridges — framework lot B,
T-07997,2025-10-02,Ministry of Public Works,V-167,Summit Stationery,Office supplies,13900,30,Open tender,desk and shelving — Q3 — east wing,
T-07998,2025-09-22,Ministry of Education,V-005,Bluefin Medical,Medical equipment,128500,30,Open tender,diagnostic kits — phase 1,
T-07999,2024-12-21,Ministry of Education,V-197,Apex Consulting,Consulting,30400,30,Limited tender,transformation programme — Q1 — north wing,
T-08000,2025-12-25,Ministry of Public Works,V-155,Yara Works,Construction,402000,14,Open tender,facade works — Q1 — north wing,
T-08001,2024-09-12,Ministry of Health,V-156,Quanta Tech,IT services,78400,60,Open tender,endpoint refresh — Q2 — south wing,
T-08002,2024-04-07,Ministry of Public Works,V-020,Kelvin Stationery,Office supplies,10100,30,Open tender,paper and toner order — Q3 — east wing,
T-08003,2024-12-31,Ministry of Justice,V-172,Northbound MedTech,Medical equipment,43100,30,Open tender,surgical instruments — Q1 — north wing,
T-08004,2025-08-02,Ministry of Public Works,V-137,Apex Care,Medical equipment,37100,30,Limited tender,surgical instruments — phase 2,
T-08005,2024-12-21,Ministry of Health,V-141,Pioneer Partners,Consulting,18300,30,Open tender,compliance audit — Q3 — east wing,
T-08006,2025-11-07,Ministry of Health,V-010,Cascade Solutions,IT services,17000,30,Limited tender,cloud migration — Q4 — west wing,
T-08007,2024-04-19,Ministry of Public Works,V-048,Junction Supplies,Office supplies,5000,60,Simplified,stationery resupply — framework lot A,
T-08008,2025-06-16,Ministry of Education,V-196,Vertex Group,Consulting,14000,30,Simplified,strategy advisory — Q2 — south wing,
T-08009,2025-09-18,Ministry of Transport,V-092,Ember Advisory,Consulting,23700,30,Limited tender,transformation programme — phase 1,
T-08010,2024-12-26,Ministry of Transport,V-041,Zenith MedTech,Medical equipment,51500,30,Open tender,ICU monitors — Q4 — west wing,
T-08011,2024-10-01,Ministry of Education,V-005,Bluefin Medical,Medical equipment,53200,14,Limited tender,ICU monitors — Q2 — south wing,
T-08012,2024-08-17,Ministry of Education,V-064,Ember Cargo,Transport,10800,30,Open tender,logistics services — annual contract,
T-08013,2024-03-25,Ministry of Digital Affairs,V-128,Indigo Office Group,Office supplies,12700,30,Limited tender,ergonomic chairs batch — phase 2,
T-08014,2024-07-19,Ministry of Justice,V-022,Orion Freight,Transport,10500,30,Limited tender,fuel supply — Q4 — west wing,
T-08015,2024-12-07,Ministry of Justice,V-036,Forge Digital,IT services,21100,60,Open tender,endpoint refresh — Q3 — east wing,
T-08016,2025-02-09,Ministry of Digital Affairs,V-184,Drift Solutions,IT services,21200,30,Open tender,endpoint refresh — annual contract,
T-08017,2024-02-21,Ministry of Digital Affairs,V-091,Keystone Engineering,Office supplies,5000,30,Simplified,ergonomic chairs batch — phase 2,
T-08018,2025-09-13,Ministry of Digital Affairs,V-046,Yara Engineering,Construction,51900,14,Open tender,roof refurbishment — phase 1,
T-08019,2025-03-27,Ministry of Digital Affairs,V-002,Rivera Transport,Office supplies,5700,30,Simplified,paper and toner order — phase 2,
T-08020,2024-05-16,Ministry of Justice,V-072,Orion Care,Medical equipment,107500,90,Open tender,diagnostic kits — Q1 — north wing,
T-08021,2024-01-13,Ministry of Education,V-116,Westwind Tech,IT services,23000,30,Limited tender,network upgrade — Q1 — north wing,
T-08022,2024-05-20,Ministry of Health,V-049,Helios Cargo,Transport,34900,30,Limited tender,vehicle leasing — Q3 — east wing,
T-08023,2025-03-17,Ministry of Transport,V-098,Delta Solutions,Office supplies,10500,60,Limited tender,ergonomic chairs batch — framework lot A,
T-08024,2025-02-13,Ministry of Transport,V-040,Legacy Trading,Office supplies,5700,60,Simplified,stationery resupply — phase 1,
T-08025,2024-07-22,Ministry of Public Works,V-052,Acme Partners,Consulting,24600,30,Limited tender,transformation programme — annual contract,
T-08026,2024-06-29,Ministry of Education,V-123,Rivera Freight,Transport,5200,30,Simplified,logistics services — framework lot B,
T-08027,2025-08-20,Ministry of Digital Affairs,V-105,Mosaic Medical,Medical equipment,91500,45,Open tender,diagnostic kits — Q4 — west wing,
T-08028,2025-04-10,Ministry of Digital Affairs,V-057,Acme Care,Medical equipment,40800,30,Open tender,imaging consumables — Q3 — east wing,
T-08029,2024-09-02,Ministry of Public Works,V-025,Xenon Transport,Transport,17300,30,Limited tender,logistics services — Q2 — south wing,
T-08030,2024-09-16,Ministry of Transport,V-155,Yara Works,Construction,43600,60,Limited tender,facade works — Q2 — south wing,
T-08031,2024-04-05,Ministry of Public Works,V-139,Lumen Digital,IT services,22600,30,Limited tender,cloud migration — annual contract,
T-08032,2024-08-30,Ministry of Transport,V-190,Cascade Consulting,Consulting,11200,30,Limited tender,process review — annual contract,
T-08033,2025-07-11,Ministry of Education,V-008,Junction Builders,Construction,38500,30,Limited tender,facade works — framework lot A,
T-08034,2025-08-01,Ministry of Health,V-145,Orion Stationery,Office supplies,7900,30,Simplified,paper and toner order — annual contract,
T-08035,2025-02-02,Ministry of Justice,V-098,Delta Solutions,IT services,12700,30,Simplified,ERP rollout — Q3 — east wing,
T-08036,2024-02-29,Ministry of Health,V-188,Quanta Advisory,Consulting,26300,30,Simplified,transformation programme — framework lot B,
T-08037,2025-09-18,Ministry of Education,V-086,Ivory Digital,IT services,67100,30,Open tender,cloud migration — Q4 — west wing,
T-08038,2024-03-06,Ministry of Digital Affairs,V-074,Delta Transport,Transport,25300,45,Simplified,fleet maintenance — Q2 — south wing,
T-08039,2024-03-09,Ministry of Digital Affairs,V-048,Junction Supplies,Office supplies,8200,14,Simplified,ergonomic chairs batch — Q4 — west wing,
T-08040,2025-02-08,Ministry of Transport,V-136,Granite Freight,Transport,77300,30,Single-source,fleet maintenance — Q3 — east wing,
T-08041,2024-11-29,Ministry of Education,V-152,Granite Works,Construction,108100,14,Single-source,site preparation — Q4 — west wing,
T-08042,2024-09-28,Ministry of Education,V-012,Bluefin Freight,Transport,15400,45,Limited tender,fuel supply — Q4 — west wing,
T-08043,2025-12-27,Ministry of Digital Affairs,V-148,Westwind Distributors,Office supplies,7400,14,Simplified,paper and toner order — Q4 — west wing,
T-08044,2024-04-27,Ministry of Digital Affairs,V-161,Helios Office Group,Office supplies,9100,30,Simplified,printer cartridges — Q4 — west wing,
T-08045,2024-10-08,Ministry of Justice,V-139,Lumen Digital,IT services,16600,30,Limited tender,network upgrade — annual contract,
T-08046,2025-12-12,Ministry of Justice,V-113,Northbound Group,IT services,97500,14,Open tender,endpoint refresh — Q3 — east wing,
T-08047,2025-03-27,Ministry of Public Works,V-034,Rivera Consulting,Consulting,31100,60,Limited tender,risk assessment — Q2 — south wing,
T-08048,2025-03-12,Ministry of Transport,V-078,Indigo Care,Medical equipment,35100,30,Limited tender,surgical instruments — phase 1,
T-08049,2024-04-15,Ministry of Public Works,V-051,Bluefin Stationery,Office supplies,6200,60,Simplified,desk and shelving — Q2 — south wing,
T-08050,2025-02-09,Ministry of Transport,V-080,Apex Advisory,Consulting,36900,30,Simplified,transformation programme — Q2 — south wing,
T-08051,2025-04-27,Ministry of Justice,V-151,Legacy Software,IT services,18900,14,Limited tender,support contract — Q2 — south wing,
T-08052,2024-05-20,Ministry of Education,V-017,Drift Works,Construction,63500,30,Limited tender,site preparation — Q2 — south wing,
T-08053,2024-07-30,Ministry of Health,V-075,Citadel Contracting,Construction,36400,30,Limited tender,roof refurbishment — annual contract,
T-08054,2024-09-28,Ministry of Health,V-064,Ember Cargo,Transport,18400,30,Limited tender,logistics services — phase 1,
T-08055,2025-07-08,Ministry of Education,V-147,Rivera Supplies,IT services,25900,30,Open tender,network upgrade — Q2 — south wing,
T-08056,2025-03-06,Ministry of Health,V-152,Granite Works,Construction,90700,30,Open tender,site preparation — framework lot B,
T-08057,2025-03-28,Ministry of Public Works,V-072,Orion Care,Office supplies,8100,30,Simplified,paper and toner order — annual contract,
T-08058,2024-06-03,Ministry of Education,V-152,Granite Works,Construction,70300,30,Open tender,structural repairs — Q1 — north wing,
T-08059,2024-06-23,Ministry of Health,V-134,Xenon Tech,IT services,56600,90,Limited tender,network upgrade — Q4 — west wing,
T-08060,2024-07-13,Ministry of Digital Affairs,V-034,Rivera Consulting,Consulting,5300,30,Simplified,risk assessment — framework lot A,
T-08061,2025-03-18,Ministry of Public Works,V-183,Helios Engineering,Construction,8700,30,Simplified,site preparation — Q3 — east wing,
T-08062,2024-05-11,Ministry of Digital Affairs,V-107,Legacy Cargo,Transport,9200,30,Simplified,vehicle leasing — Q3 — east wing,
T-08063,2025-01-10,Ministry of Public Works,V-093,Delta Advisory,IT services,28100,14,Limited tender,ERP rollout — phase 2,
T-08064,2025-08-18,Ministry of Transport,V-127,Citadel Supplies,Office supplies,13000,30,Simplified,stationery resupply — annual contract,
T-08065,2024-05-18,Ministry of Education,V-106,Fortis Diagnostics,Medical equipment,84600,30,Open tender,diagnostic kits — Q1 — north wing,
T-08066,2025-04-07,Ministry of Digital Affairs,V-026,Westwind Stationery,Office supplies,16900,60,Open tender,paper and toner order — phase 2,
T-08067,2024-02-07,Ministry of Transport,V-134,Xenon Tech,IT services,61500,30,Limited tender,cloud migration — Q2 — south wing,
T-08068,2024-03-24,Ministry of Health,V-142,Granite Digital,IT services,37400,30,Limited tender,cloud migration — phase 1,
T-08069,2025-12-03,Ministry of Education,V-099,Delta Cargo,Transport,32000,45,Limited tender,vehicle leasing — annual contract,
T-08070,2025-08-12,Ministry of Transport,V-131,Juno Cargo,Transport,22600,14,Limited tender,fleet maintenance — framework lot B,
T-08071,2024-08-07,Ministry of Education,V-030,Yara Partners,Consulting,25100,30,Open tender,strategy advisory — annual contract,
T-08072,2025-05-02,Ministry of Health,V-127,Citadel Supplies,Office supplies,8300,30,Simplified,printer cartridges — framework lot B,
T-08073,2025-10-30,Ministry of Justice,V-150,Helios Contracting,Construction,13800,30,Limited tender,structural repairs — framework lot A,
T-08074,2024-04-26,Ministry of Justice,V-132,Xenon Works,Construction,58000,90,Limited tender,office renovation — Q4 — west wing,
T-08075,2024-04-14,Ministry of Digital Affairs,V-137,Apex Care,Medical equipment,105100,60,Open tender,MRI maintenance — phase 2,
T-08076,2024-02-21,Ministry of Transport,V-023,Orion Construction,Construction,78600,45,Limited tender,roof refurbishment — Q4 — west wing,
T-08077,2025-11-26,Ministry of Health,V-001,Helios Logistics,Construction,323000,30,Open tender,site preparation — Q2 — south wing,
T-08078,2024-08-28,Ministry of Transport,V-181,Orion Advisory,Consulting,25000,30,Limited tender,strategy advisory — phase 1,
T-08079,2025-10-23,Ministry of Public Works,V-189,Rivera Cargo,Transport,16200,30,Limited tender,delivery contract — framework lot A,
T-08080,2025-11-08,Ministry of Justice,V-137,Apex Care,Medical equipment,42100,45,Limited tender,surgical instruments — Q4 — west wing,
T-08081,2024-01-31,Ministry of Health,V-077,Forge Stationery,Office supplies,10000,14,Open tender,paper and toner order — framework lot A,
T-08082,2024-12-24,Ministry of Transport,V-108,Unity MedTech,Medical equipment,45000,30,Open tender,ICU monitors — Q1 — north wing,
T-08083,2025-04-02,Ministry of Health,V-016,Mosaic Office Group,Office supplies,8000,14,Simplified,ergonomic chairs batch — Q1 — north wing,
T-08084,2025-10-13,Ministry of Health,V-055,Meridian Health Systems,Medical equipment,57200,60,Limited tender,surgical instruments — Q1 — north wing,
T-08085,2025-08-24,Ministry of Public Works,V-100,Glacier Group,Consulting,18500,30,Limited tender,transformation programme — phase 1,
T-08086,2025-01-15,Ministry of Education,V-106,Fortis Diagnostics,Medical equipment,26000,30,Open tender,MRI maintenance — framework lot B,
T-08087,2025-07-04,Ministry of Health,V-126,Fortis Engineering,Construction,160900,30,Open tender,facade works — Q2 — south wing,
T-08088,2024-06-12,Ministry of Transport,V-137,Apex Care,Medical equipment,177500,30,Open tender,ICU monitors — phase 1,
T-08089,2024-04-15,Ministry of Transport,V-015,Granite Partners,Consulting,10800,60,Limited tender,compliance audit — framework lot A,
T-08090,2024-01-11,Ministry of Education,V-044,Juno Builders,Construction,15000,30,Limited tender,roof refurbishment — Q3 — east wing,
T-08091,2024-11-14,Ministry of Digital Affairs,V-007,Glacier Solutions,IT services,27600,30,Limited tender,endpoint refresh — phase 1,
T-08092,2024-06-02,Ministry of Health,V-029,Pioneer Transport,Transport,36100,60,Open tender,delivery contract — Q1 — north wing,
T-08093,2024-01-01,Ministry of Justice,V-017,Drift Works,Construction,48700,30,Open tender,roof refurbishment — Q4 — west wing,
T-08094,2024-07-19,Ministry of Justice,V-113,Northbound Group,Consulting,25300,45,Open tender,transformation programme — Q4 — west wing,
T-08095,2024-06-02,Ministry of Digital Affairs,V-089,Cascade Works,Construction,56500,45,Open tender,office renovation — phase 1,
T-08096,2025-10-06,Ministry of Public Works,V-124,Nexus MedTech,Medical equipment,123200,30,Limited tender,MRI maintenance — Q3 — east wing,
T-08097,2025-06-23,Ministry of Digital Affairs,V-107,Legacy Cargo,Transport,8800,30,Open tender,vehicle leasing — Q2 — south wing,
